review_id,dex,family_anchor,family_line,source_id,base_pokemon,variant,source,group,kind,type1,type2,asset_state,suggested_mercury_classification,suggested_acquisition,locked_status,approval,notes
R0366,227,227,#0227 Skarmory,ER-1506,Skarmory,Skarmory Mega Y,Elite Redux,04 Elite Redux - Standard Megas,Mega,Steel,Flying,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0367,228,228,#0228 Houndour → #0229 Houndoom,ER-1763,Houndour,Houndour Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ghost,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0368,229,228,#0228 Houndour → #0229 Houndoom,ER-1764,Houndoom,Houndoom Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ghost,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0369,229,228,#0228 Houndour → #0229 Houndoom,ER-1558,Houndoom,Houndoom Mega Redux,Elite Redux,06 Elite Redux - Redux Megas,Mega,Ghost,,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0370,231,231,#0231 Phanpy → #0232 Donphan,CPF-0127,Phanpy,Phanpy — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ground,Electric,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0371,232,231,#0231 Phanpy → #0232 Donphan,PR-0232,Donphan,Platinum Redux Donphan,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ground,Fighting,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0372,232,231,#0231 Phanpy → #0232 Donphan,CPF-0128,Donphan,Donphan — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ground,Electric,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0373,234,234,#0234 Stantler → #0899 Wyrdeer,PR-0234,Stantler,Platinum Redux Stantler,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Normal,Grass,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0374,235,235,#0235 Smeargle,PR-0235,Smeargle,Platinum Redux Smeargle,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Bug,Rock,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0375,241,241,#0241 Miltank,PR-0241,Miltank,Platinum Redux Miltank,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Normal,Grass,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0376,243,243,#0243 Raikou,PR-0243,Raikou,Platinum Redux Raikou,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Electric,Psychic,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0377,244,244,#0244 Entei,PR-0244,Entei,Platinum Redux Entei,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Fire,Ghost,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0378,245,245,#0245 Suicune,PR-0245,Suicune,Platinum Redux Suicune,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Water,Ice,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0379,246,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,ER-1768,Larvitar,Larvitar Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Rock,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0380,246,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,CPF-0131,Larvitar,Larvitar — Ice (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ice,Ground,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0381,246,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,CPF-0132,Larvitar,Larvitar — Space (Form 4),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0382,247,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,ER-1769,Pupitar,Pupitar Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Rock,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0383,247,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,CPF-0133,Pupitar,Pupitar — Ice (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ice,Ground,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0384,247,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,CPF-0134,Pupitar,Pupitar — Space (Form 4),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0385,248,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,ER-1770,Tyranitar,Tyranitar Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Rock,Fire,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0386,248,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,ER-1771,Tyranitar,Tyranitar Mega Redux,Elite Redux,06 Elite Redux - Redux Megas,Mega,Rock,Fire,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0387,248,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,CPF-0135,Tyranitar,Tyranitar — Ice (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ice,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0388,248,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,CPF-0137,Tyranitar,Tyranitar — Space (Form 4),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Rock,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0389,248,246,#0246 Larvitar → #0247 Pupitar → #0248 Tyranitar,CPF-0136,Tyranitar,Tyranitar — Mega Ice (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Ice,Dark,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0390,249,249,#0249 Lugia,PR-0249,Lugia,Platinum Redux Lugia,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Water,Flying,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0391,251,251,#0251 Celebi,PR-0251,Celebi,Platinum Redux Celebi,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Grass,Electric,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0392,253,252,#0252 Treecko → #0253 Grovyle → #0254 Sceptile,CPF-0139,Grovyle,Grovyle — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0393,254,252,#0252 Treecko → #0253 Grovyle → #0254 Sceptile,PR-0254,Sceptile,Platinum Redux Sceptile,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Grass,Dragon,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0394,254,252,#0252 Treecko → #0253 Grovyle → #0254 Sceptile,CPF-0140,Sceptile,Sceptile — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Grass,Flying,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0395,254,252,#0252 Treecko → #0253 Grovyle → #0254 Sceptile,CPF-0141,Sceptile,Sceptile — Alternate / Mega (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Grass,Flying,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0396,256,255,#0255 Torchic → #0256 Combusken → #0257 Blaziken,CPF-0142,Combusken,Combusken — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fire,Electric,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0397,257,255,#0255 Torchic → #0256 Combusken → #0257 Blaziken,CPF-0143,Blaziken,Blaziken — Alternate / Mega (Form 2),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Fire,Electric,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0398,257,255,#0255 Torchic → #0256 Combusken → #0257 Blaziken,CPF-0144,Blaziken,Blaziken — Alternate / Mega (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Fire,Electric,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0399,260,258,#0258 Mudkip → #0259 Marshtomp → #0260 Swampert,CPF-0145,Swampert,Swampert — Alternate / Mega (Form 2),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Water,Ground,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0400,260,258,#0258 Mudkip → #0259 Marshtomp → #0260 Swampert,CPF-0146,Swampert,Swampert — Alternate / Mega (Form 3),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Water,Ground,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0401,262,261,#0261 Poochyena → #0262 Mightyena,PR-0262,Mightyena,Platinum Redux Mightyena,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Dark,Fire,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0402,262,261,#0261 Poochyena → #0262 Mightyena,CPF-0147,Mightyena,Mightyena — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Dark,Poison,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0403,264,263,#0263 Zigzagoon → #0264 Linoone,PR-0264,Linoone,Platinum Redux Linoone,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Normal,Ice,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0404,268,265,#0265 Wurmple → #0266 Silcoon → #0268 Cascoon → #0267 Beautifly → #0269 Dustox,ER-1561,Cascoon,Cascoon Primal,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Bug,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0405,267,265,#0265 Wurmple → #0266 Silcoon → #0268 Cascoon → #0267 Beautifly → #0269 Dustox,PR-0267,Beautifly,Platinum Redux Beautifly,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Bug,Ice,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0406,280,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,ER-1876,Ralts,Ralts Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0407,280,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,CPF-0148,Ralts,Ralts — Alternate (Form 3),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Flying,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0408,281,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,ER-1877,Kirlia,Kirlia Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0409,281,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,CPF-0149,Kirlia,Kirlia — Alternate (Form 3),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Flying,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0410,282,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,ER-1878,Gardevoir,Gardevoir Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0411,282,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,ER-1880,Gardevoir,Gardevoir Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Water,Dark,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0412,282,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,PR-0282,Gardevoir,Platinum Redux Gardevoir,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Psychic,Ghost,Normal + shiny front/back converted from NDS,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0413,282,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,CPF-0150,Gardevoir,Gardevoir — Alternate (Form 3),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Flying,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0414,282,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,CPF-0151,Gardevoir,Gardevoir — Mega Alternate (Form 4),Reborn / Plates of Arceus,02 Reborn - Explicit Megas,Mega,Flying,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0415,475,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,ER-1879,Gallade,Gallade Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Fairy,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0416,475,280,#0280 Ralts → #0281 Kirlia → #0282 Gardevoir → #0475 Gallade,ER-1881,Gallade,Gallade Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Water,Fairy,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0417,283,283,#0283 Surskit → #0284 Masquerain,PR-0283,Surskit,Platinum Redux Surskit,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ghost,Ground,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0418,284,283,#0283 Surskit → #0284 Masquerain,PR-0284,Masquerain,Platinum Redux Masquerain,Platinum Redux 2.9.3 TC6,Platinum Redux — changed-type variants,Alternate Form,Ghost,Ground,Normal + shiny front/back converted from NDS,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0419,286,285,#0285 Shroomish → #0286 Breloom,ER-1528,Breloom,Breloom Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,Fighting,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0420,286,285,#0285 Shroomish → #0286 Breloom,CPF-0152,Breloom,Breloom — Alternate (Form 2),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Steel,Fighting,Front + back only,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0421,286,285,#0285 Shroomish → #0286 Breloom,CPF-0153,Breloom,Breloom — Alternate (Form 3),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Ghost,Fighting,Front + back only,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
